0.24 0.23 254
0.28 0.27 170
0.30 0.31 110
0.32 0.33 80
0.37 0.35 55 
0.4 0.38  40
0.43 0.40 25
0.48 0.41 15
0.5 0.41  9
0.52 0.41 6
0.57 0.4  3
0.62 0.37 2
0.68 0.3 1
